brightness,contrast,face_fraction,roll,filename,best_model
92.74246220194692,68.88219033219153,1.0,0,magic-alex.jpg,none
171.39309694468196,74.28744024103399,1.0,0,Aquila+and+Priscilla.jpg,buffalo
174.10943883984868,85.44011838827309,1.0,0,warner-baxter-1889-195-american-actor-c1930s-c1940s.jpg,buffalo
143.69910984126983,57.39042175243099,1.0,0,Aung_San_Suu_Kyi_1.jpg,buffalo
98.99304182509506,87.03593922690662,1.0,0,356.jpg,buffalo
169.790415,68.5452744478259,1.0,0,600full-glynis-johns.jpg,buffalo
72.83782522925998,47.01929809119268,1.0,0,bbf984e27c11e94c822e8b9317b73e31.jpg,buffalo
85.6798828125,72.8738126081569,1.0,0,6a84cfeac0146cbb4e548e385388f562.jpg,buffalo
96.27620442708333,66.44661927799251,1.0,0,PrincessDianainLift.jpg,buffalo
182.5445096308603,83.57052238882237,1.0,0,mario_lemieux_823.jpg,none
98.95276472352765,79.86360628624678,1.0,0,vivienne_westwood_wows_in_hong_kong.jpg,none
55.111797639123104,65.39811261546947,1.0,0,0d0e4353884f1ec127a48151efe043c0.jpg,none
104.43485759493672,79.8137379525651,1.0,0,lew-ayres-01.jpg,none
69.85987440727925,45.528964614002966,1.0,0,philip_roth.jpg,buffalo
66.33798283261802,84.95080780521602,1.0,0,Gunther+von+Hagens+(13).jpg,none
91.90184014869888,72.80037437832999,1.0,0,Mae-Whitman-mae-whitman-18570091-269-400.jpg,buffalo
230.13535944620767,41.590502213655036,1.0,0,Holly%2BValance%2B04.jpg,buffalo
93.26033203125,67.62267813631205,1.0,0,640Ripken_8719865.jpg,none
142.85580504115225,95.08794614758976,1.0,0,Christy-Carlson-Romano-christy-carlson-romano-22976459-540-720.jpg,none
192.29668349232813,61.772626933717525,1.0,0,paul_rose.jpg,none
182.84199864301638,61.75529211096937,1.0,0,5476222798_c9113f953d_z.jpg,buffalo
82.33454691376039,70.058554444003,1.0,0,Chad-Kroeger-nickelback-30249924-440-623.jpg,none
141.92851092143906,96.79412003790053,1.0,0,BirtwistleHarsent.jpg,none
103.5126712623869,74.89369820442815,1.0,0,Zena-Grey-pictures.jpg,none
85.56543604532878,89.27325571433124,1.0,0,Jodie-Sweetin-jodie-sweetin-33600463-1024-768.jpg,none
129.64281970649895,64.98012431283148,1.0,0,46f296b3d23cf150138f531190980cbf.jpg,none
109.22985633243412,70.28070401586042,1.0,0,meryl-streep-1981-annie-leibovitz.jpg,none
128.0492085140758,57.90708622699895,1.0,0,annie_leibovitz_7-1024x706.jpg,none
77.214,29.457230928924734,1.0,0,katherine-mansfield.jpg,none
